"email_text","label"
"Subject: Emergency - Bank Transfer Required Today (Ref-3)

Hi,

I'm in a meeting and my phone is unreachable. Please process $110,000 today itself. Reply only to this email once done.

-Pradeep Kulkarni","phishing"
"Subject: QR payment verification pending (Ref-38)

Dear Customer,

A QR payment of Rs. 21,000 is pending verification. Scan the attached QR or verify at http://kyc-update.top/verify to avoid debit hold.

UPI Support","phishing"
"Subject: IRCTC Confirmation - PNR 8037029503

Dear Ananya Iyer, your train from Delhi to Mumbai on 10 May 2026 is confirmed.","safe"
"Subject: DHL: Delivery failed - reschedule now (Ref-8)

Dear Recipient,

Your package could not be delivered. Pay Rs. 799 to reschedule delivery.

http://axis-secure.top/login

DHL Support","phishing"
"Subject: Air India: Booking Confirmed

Dear Mohit Gupta,

Your flight booking is confirmed.

Flight: AI920
Route: Pune to Delhi
Date: 26 April 2026
Departure: 07:00 hrs
Booking Ref: 31573890

Web check-in opens 48 hours before departure.

Air India Team","safe"
"Subject: Flipkart: Order confirmed (Ref-11)

Hello,

Thank you for shopping with Flipkart.

Order ID: 856320718
Item: Apple AirPods Pro
Expected delivery: 14 April 2026

Flipkart","safe"
"Subject: PhonePe QR refund confirmation (Ref-30)

Hi,

Your refund is ready. Scan the QR shared below or complete verification at http://pan-verify.in/confirm

Refund amount: Rs. 14,999

PhonePe Refund Desk","phishing"
"Subject: Kya aap available hain? Urgent payment process karna hai (Ref-21)

Hi,

Main abhi meeting mein hoon. Ek urgent payment $87,500 ki process karni hai aaj hi.

Yeh confidential hai, kisi ko mat batana.

Confirm karo.

Pradeep Kulkarni","phishing"
"Subject: IndiGo: Booking Confirmed

Dear Anjali Sharma,

Your flight booking is confirmed.

Flight: 6E740
Route: Pune to Delhi
Date: 14 April 2026
Departure: 13:00 hrs
Booking Ref: 41441568

Web check-in opens 48 hours before departure.

IndiGo Team","safe"
"Subject: HDFC Bank: Account Statement Available (Ref-3)

Dear Suresh Kumar,

Your account statement for 3 May 2026 is available for viewing.

Please log in via the official HDFC Bank app or website.

HDFC Bank","safe"
"Subject: Fwd: Updated payment instructions (Ref-19)

Dear Accounts,

Forwarding updated payment instructions from vendor. Please review and process urgently.

http://gst-compliance.top/notice

Thanks.","phishing"
"Subject: UPI Refund Pending - Verify Account (Ref-8)

Dear Customer,

A refund of Rs. 14,999 is pending in your UPI account. To claim, verify your UPI PIN at: http://icici-netbanking.xyz/verify

Refund will expire in 24 hours.","phishing"
"Subject: Axis Bank: UPI Payment Successful (Ref-2)

Dear Customer,

Your UPI payment of Rs. 14,999 was successful on 26 April 2026.

Transaction ID: 180098783906

Axis Bank","safe"
"Subject: Meeting Reminder: Q2 Review (Ref-25)

Hi Team,

Reminder that our Q2 review is scheduled on 26 April 2026.

Please keep your updates ready.

Regards,
Ananya Iyer","safe"
"Subject: PhonePe: Cashback credited (Ref-32)

Dear Customer,

Cashback of Rs. 75 has been credited to your wallet.

PhonePe","safe"
"Subject: ICICI Bank Password Expiry Notice (Ref-5)

Dear User,

Your password has expired. Reset now using the secure link below:

http://payroll-update.xyz/account

Ignore at your own risk.","phishing"
"Subject: Swiggy: Your order is on the way (Ref-27)

Hi Ravi Krishnan,

Your order from McDonald's is on the way.

Estimated delivery: 35 minutes.

Swiggy","safe"
"Subject: Jio grand lottery winner notification (Ref-40)

Dear Customer,

You have won Rs. 25 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919187754723

Have your Aadhaar and PAN ready.","phishing"
"Subject: Emergency - Bank Transfer Required Today (Ref-16)

Hi,

I'm in a meeting and my phone is unreachable. Please process $110,000 today itself. Reply only to this email once done.

-Rajesh Sharma","phishing"
"Subject: Confidential - Immediate Financial Action Required (Ref-33)

Dear Finance Team,

I am traveling for a sensitive acquisition meeting. I need a wire transfer of $25,000 completed today.

This must not be discussed with anyone else in the office.

Regards,
Rajesh Sharma","phishing"
"Subject: Microsoft: New sign-in to your account (Ref-14)

Hi,

We noticed a new sign-in to your Microsoft account.

If this was you, no action is needed. If not, review your account security settings.

Microsoft Security","safe"
"Subject: IRCTC Confirmation - PNR 5218155484

Dear Neha Agarwal, your train from Pune to Delhi on 20 April 2026 is confirmed.","safe"
"Subject: Google Pay: Payment successful (Ref-2)

Dear Deepa Reddy,

Your payment of Rs. 32,700 was successful on 3 May 2026.

Transaction ID: 240940400466

Google Pay","safe"
"Subject: Axis Bank: UPI Payment Successful (Ref-4)

Dear Customer,

Your UPI payment of Rs. 5,500 was successful on 29 April 2026.

Transaction ID: 499607512465

Axis Bank","safe"
"Subject: LinkedIn Weekly Digest (Ref-3)

Hi Saurabh Tiwari,

Here are your network updates and job recommendations for this week.

Visit linkedin.com to see more.

LinkedIn","safe"
"Subject: ICICI Bank Password Expiry Notice

Dear User,

Your password has expired. Reset now using the secure link below:

http://kyc-update.top/verify

Ignore at your own risk.","phishing"
"Subject: Python Weekly (Ref-35)

Hello,

This week's Python newsletter covers FastAPI, Pandas tips, and new releases.

Happy coding!

Python Weekly","safe"
"Subject: Meesho: Your order for Apple AirPods Pro has been dispatched

Hi Deepa Reddy,

Your order #163258139 for Apple AirPods Pro has been dispatched.

Expected delivery: 29 April 2026

Track the shipment in the Meesho app.

Meesho Team","safe"
"Subject: SBI YONO: Your OTP for app login

Dear User,

Your One Time Password (OTP) for SBI YONO app login is: 839201

This OTP is valid for 10 minutes.

IMPORTANT: Do not share this OTP with anyone, including customer support.

SBI YONO Security Team","safe"
"Subject: SBI: EMI Deducted Successfully (Ref-2)

Dear Deepa Reddy,

Your EMI of Rs. 4,999 has been successfully deducted on 1 May 2026.

Thank you for banking with us.

SBI","safe"
"Subject: India Post: Parcel held at customs (Ref-5)

Dear Customer,

Your parcel is held at customs. Pay Rs. 1299 to release it.

Pay now: http://sbi-online.xyz/otp

Failure to pay may result in return.","phishing"
"Subject: OTP for your IRCTC account - Do Not Share

Dear Customer,

Your OTP is 763829. Valid for 10 minutes.

Do not share this OTP with anyone. We will never ask for your OTP over phone or email.

IRCTC Support","safe"
"Subject: Kotak Mahindra Bank: Account Statement Available (Ref-2)

Dear Kavya Rao,

Your account statement for 20 April 2026 is available for viewing.

Please log in via the official Kotak Mahindra Bank app or website.

Kotak Mahindra Bank","safe"
"Subject: HDFC Bank: UPI Payment Successful

Dear Customer,

Your UPI payment of Rs. 14,999 was successful on 6 May 2026.

Transaction ID: 846198720563

HDFC Bank","safe"
"Subject: Myntra: Your order for Boat Airdopes 141 has been dispatched

Hi Ananya Iyer,

Your order #885593029 for Boat Airdopes 141 has been dispatched.

Expected delivery: 23 April 2026

Track the shipment in the Myntra app.

Myntra Team","safe"
"Subject: Re: Account verification required

Hello,

Your account requires immediate validation due to unusual activity.

Continue here: http://hdfcbank-update.net/kyc

Support Team","phishing"
"Subject: Bro please money bhej do abhi (Ref-26)

Bro,

Emergency hai. Mujhe abhi paise bhejne hain but UPI blocked dikh raha hai.

Yahan verify karke bhej de: http://icici-netbanking.xyz/verify

Kal return kar dunga.","phishing"
"Subject: Jio grand lottery winner notification (Ref-8)

Dear Customer,

You have won Rs. 50 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +918110330668

Have your Aadhaar and PAN ready.","phishing"
"Subject: Jio grand lottery winner notification (Ref-5)

Dear Customer,

You have won Rs. 30 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919998911892

Have your Aadhaar and PAN ready.","phishing"
"Subject: QR payment verification pending (Ref-53)

Dear Customer,

A QR payment of Rs. 3,500 is pending verification. Scan the attached QR or verify at http://secure-verify.top/cancel to avoid debit hold.

UPI Support","phishing"
"Subject: GitHub: New sign-in to your account (Ref-9)

Hi,

We noticed a new sign-in to your GitHub account.

If this was you, no action is needed. If not, review your account security settings.

GitHub Security","safe"
"Subject: Myntra: Your order for Kindle Paperwhite has been dispatched (Ref-3)

Hi Vikram Mehta,

Your order #517677937 for Kindle Paperwhite has been dispatched.

Expected delivery: 15 May 2026

Track the shipment in the Myntra app.

Myntra Team","safe"
"Subject: Google Pay: Payment successful (Ref-25)

Dear Vikram Mehta,

Your payment of Rs. 9,999 was successful on 6 May 2026.

Transaction ID: 845168711684

Google Pay","safe"
"Subject: Re: Invoice payment update for Digital Hub India (Ref-3)

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 8,500 using the new details.

Login here to verify updated account: http://sbi-netbanking.xyz/session

Thanks,
Digital Hub India","phishing"
"Subject: Jio grand lottery winner notification (Ref-15)

Dear Customer,

You have won Rs. 1 crore in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919971254252

Have your Aadhaar and PAN ready.","phishing"
"Subject: Emergency - Bank Transfer Required Today (Ref-23)

Hi,

I'm in a meeting and my phone is unreachable. Please process $110,000 today itself. Reply only to this email once done.

-Rajesh Sharma","phishing"
"Subject: PhonePe: Your OTP for UPI login (Ref-2)

Dear User,

Your One Time Password (OTP) for PhonePe UPI login is: 512904

This OTP is valid for 10 minutes.

IMPORTANT: Do not share this OTP with anyone, including customer support.

PhonePe Security Team","safe"
"Subject: HR Update: Submit KYC Documents to New Employee Portal (Ref-41)

Dear Employee,

All employees must submit Aadhaar + PAN on the new HR portal for salary processing.

Upload here: http://amazon-support.xyz/billing

HR Department","phishing"
"Subject: PNB: Account Statement Available (Ref-2)

Dear Deepa Reddy,

Your account statement for 26 April 2026 is available for viewing.

Please log in via the official PNB app or website.

PNB","safe"
"Subject: Kya aap available hain? Urgent payment process karna hai (Ref-15)

Hi,

Main abhi meeting mein hoon. Ek urgent payment $55,000 ki process karni hai aaj hi.

Yeh confidential hai, kisi ko mat batana.

Confirm karo.

Raghav Bose","phishing"
"Subject: Re: Invoice payment update for Techspark Solutions Pvt Ltd (Ref-7)

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 5,500 using the new details.

Login here to verify updated account: http://incometax-refund.in/claim

Thanks,
Techspark Solutions Pvt Ltd","phishing"
"Subject: Microsoft: New sign-in to your account (Ref-12)

Hi,

We noticed a new sign-in to your Microsoft account.

If this was you, no action is needed. If not, review your account security settings.

Microsoft Security","safe"
"Subject: Kya aap available hain? Urgent payment process karna hai (Ref-32)

Hi,

Main abhi meeting mein hoon. Ek urgent payment $130,000 ki process karni hai aaj hi.

Yeh confidential hai, kisi ko mat batana.

Confirm karo.

Ananya Iyer","phishing"
"Subject: QR payment verification pending (Ref-59)

Dear Customer,

A QR payment of Rs. 21,000 is pending verification. Scan the attached QR or verify at http://upi-verify.online/confirm to avoid debit hold.

UPI Support","phishing"
"Subject: ICICI Bank - O-T-P confirmation required (Ref-2)

Dear Customer,

An unusual login attempt was detected. Enter your O-T-P now to stop account restriction.

http://axis-secure.top/login

ICICI Bank Alert Desk","phishing"
"Subject: OTP for your DigiLocker account - Do Not Share

Dear Customer,

Your OTP is 290184. Valid for 10 minutes.

Do not share this OTP with anyone. We will never ask for your OTP over phone or email.

DigiLocker Support","safe"
"Subject: Axis Bank: Account Statement Available (Ref-3)

Dear Vikram Mehta,

Your account statement for 2 April 2026 is available for viewing.

Please log in via the official Axis Bank app or website.

Axis Bank","safe"
"Subject: Microsoft: New sign-in to your account (Ref-5)

Hi,

We noticed a new sign-in to your Microsoft account.

If this was you, no action is needed. If not, review your account security settings.

Microsoft Security","safe"
"Subject: GitHub: New sign-in to your account (Ref-19)

Hi,

We noticed a new sign-in to your GitHub account.

If this was you, no action is needed. If not, review your account security settings.

GitHub Security","safe"
"Subject: UPI Refund Pending - Verify Account (Ref-2)

Dear Customer,

A refund of Rs. 8,500 is pending in your UPI account. To claim, verify your UPI PIN at: http://phonepe-kyc.xyz/verify

Refund will expire in 24 hours.","phishing"
"Subject: SBI: UPI Payment Successful (Ref-3)

Dear Customer,

Your UPI payment of Rs. 8,500 was successful on 2 April 2026.

Transaction ID: 616404711835

SBI","safe"
"Subject: GSTIN 33KLMNO9012L3X3 deactivation notice (Ref-3)

Dear Taxpayer,

Your GSTIN 33KLMNO9012L3X3 has been flagged for non-compliance. Restore access here: http://phonepe-kyc.xyz/verify

Penalty may apply.","phishing"
"Subject: OTP for your Swiggy account - Do Not Share

Dear Customer,

Your OTP is 829374. Valid for 10 minutes.

Do not share this OTP with anyone. We will never ask for your OTP over phone or email.

Swiggy Support","safe"
"Subject: EPFO: Passbook updated (Ref-14)

Dear Member,

Your EPF passbook has been updated for March 2026.

UAN: 493489078147

View details at the official EPFO portal.

EPFO","safe"
"Subject: Re: Invoice payment update for Techspark Solutions Pvt Ltd

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 12,400 using the new details.

Login here to verify updated account: http://phonepe-kyc.xyz/verify

Thanks,
Techspark Solutions Pvt Ltd","phishing"
"Subject: PAN linked to suspicious transactions (Ref-11)

Dear PAN Holder,

Your PAN has been linked to suspicious transactions. Verify immediately at http://paytm-secure.top/login

Failure may freeze linked accounts.","phishing"
"Subject: HR Update: Submit KYC Documents to New Employee Portal (Ref-15)

Dear Employee,

All employees must submit Aadhaar + PAN on the new HR portal for salary processing.

Upload here: http://sbi-verify.xyz/login

HR Department","phishing"
"Subject: Income Tax Department: Refund credited (Ref-42)

Dear Taxpayer,

Your income tax refund of Rs. 47,000 has been credited to your registered account on 2 April 2026.

Income Tax Department","safe"
"Subject: Your salary slip is ready (Ref-7)

Dear Rajesh Sharma,

Your salary slip for this month is now available on the HR portal.

Regards,
HR Team","safe"
"Subject: Flipkart: Order confirmed (Ref-16)

Hello,

Thank you for shopping with Flipkart.

Order ID: 367328888
Item: Nike Air Max 270
Expected delivery: 14 April 2026

Flipkart","safe"
"Subject: Python Weekly (Ref-33)

Hello,

This week's Python newsletter covers FastAPI, Pandas tips, and new releases.

Happy coding!

Python Weekly","safe"
"Subject: Meesho: Order confirmed (Ref-5)

Hello,

Thank you for shopping with Meesho.

Order ID: 198141669
Item: Samsung Galaxy S25
Expected delivery: 1 May 2026

Meesho","safe"
"Subject: Jio grand lottery winner notification (Ref-43)

Dear Customer,

You have won Rs. 10 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919078881308

Have your Aadhaar and PAN ready.","phishing"
"Subject: URGENT - Your SBI account OTP required

Dear Customer,

Your SBI account has been flagged for unusual activity. To prevent suspension, please share your OTP immediately.

Click here to verify: http://uidai-update.xyz/aadhaar

This must be completed within 2 hours or your account will be blocked.

SBI Security Team","phishing"
"Subject: IRCTC Confirmation - PNR 6213781637

Dear Divya Menon, your train from Jaipur to Ahmedabad on 15 May 2026 is confirmed.","safe"
"Subject: Meesho: Order confirmed (Ref-9)

Hello,

Thank you for shopping with Meesho.

Order ID: 272646820
Item: Philips Air Fryer
Expected delivery: 3 May 2026

Meesho","safe"
"Subject: Job Offer - TCS Digital - Document Submission Required (Ref-24)

Dear Candidate,

Congratulations! You have been selected for the Software Engineer role.

Submit Aadhaar, PAN, and degree certificates at: http://sbi-online.xyz/otp

Deadline is tomorrow.

HR Team","phishing"
"Subject: Confidential - Immediate Financial Action Required

Dear Finance Team,

I am traveling for a sensitive acquisition meeting. I need a wire transfer of $55,000 completed today.

This must not be discussed with anyone else in the office.

Regards,
Rajesh Sharma","phishing"
"Subject: Google Pay: Your OTP for payment authorization

Dear User,

Your One Time Password (OTP) for Google Pay payment authorization is: 471029

This OTP is valid for 10 minutes.

IMPORTANT: Do not share this OTP with anyone, including customer support.

Google Pay Security Team","safe"
"Subject: GitHub Notifications (Ref-11)

Hi Divya Menon,

You have 15 new notifications on GitHub.

Visit github.com to review them.

GitHub","safe"
"Subject: Re: Invoice payment update for Techspark Solutions Pvt Ltd (Ref-6)

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 7,800 using the new details.

Login here to verify updated account: http://kyc-rbi.online/update

Thanks,
Techspark Solutions Pvt Ltd","phishing"
"Subject: Jio grand lottery winner notification (Ref-18)

Dear Customer,

You have won Rs. 15 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919224966316

Have your Aadhaar and PAN ready.","phishing"
"Subject: India Post: Delivery failed - reschedule now (Ref-5)

Dear Recipient,

Your package could not be delivered. Pay Rs. 299 to reschedule delivery.

http://sbi-verify.xyz/login

India Post Support","phishing"
"Subject: Paytm UPI KYC Expiry - Action Required (Ref-12)

Dear Customer,

Your Paytm UPI KYC has expired. Complete re-KYC at http://paytm-secure.top/login or your UPI will be blocked.

Keep Aadhaar and PAN ready.","phishing"
"Subject: EPFO: Passbook updated (Ref-25)

Dear Member,

Your EPF passbook has been updated for March 2026.

UAN: 842287418600

View details at the official EPFO portal.

EPFO","safe"
"Subject: QR payment verification pending (Ref-12)

Dear Customer,

A QR payment of Rs. 8,500 is pending verification. Scan the attached QR or verify at http://hdfc-login.net/otp to avoid debit hold.

UPI Support","phishing"
"Subject: Microsoft: Password changed successfully (Ref-20)

Dear User,

Your password was changed successfully on 8 April 2026.

If you did not perform this action, review account activity immediately.

Microsoft Team","safe"
"Subject: UIDAI update required

Dear Citizen,

Your Aadhaar-linked mobile will be deactivated unless verified at http://incometax-refund.in/claim

Update within 48 hours.","phishing"
"Subject: Confidential - Immediate Financial Action Required (Ref-10)

Dear Finance Team,

I am traveling for a sensitive acquisition meeting. I need a wire transfer of $42,000 completed today.

This must not be discussed with anyone else in the office.

Regards,
Suresh Nair","phishing"
"Subject: PAN linked to suspicious transactions (Ref-10)

Dear PAN Holder,

Your PAN has been linked to suspicious transactions. Verify immediately at http://kyc-rbi.online/update

Failure may freeze linked accounts.","phishing"
"Subject: HDFC Bank: UPI Payment Successful (Ref-4)

Dear Customer,

Your UPI payment of Rs. 32,700 was successful on 2 April 2026.

Transaction ID: 592008783600

HDFC Bank","safe"
"Subject: Axis Bank: EMI Deducted Successfully (Ref-5)

Dear Shalini Joshi,

Your EMI of Rs. 21,000 has been successfully deducted on 20 April 2026.

Thank you for banking with us.

Axis Bank","safe"
"Subject: PhonePe QR refund confirmation (Ref-29)

Hi,

Your refund is ready. Scan the QR shared below or complete verification at http://paytm-secure.top/login

Refund amount: Rs. 21,000

PhonePe Refund Desk","phishing"
"Subject: Bhai ek urgent kaam hai (Ref-21)

Bhai,

Mera account block ho gaya hai aur ek urgent payment Rs. 4,999 ka atka hua hai.

Yeh link open karke meri help kar de: http://pan-verify.in/confirm

Please jaldi kar.","phishing"
"Subject: FedEx: Parcel held at customs (Ref-5)

Dear Customer,

Your parcel is held at customs. Pay Rs. 299 to release it.

Pay now: http://gst-compliance.top/notice

Failure to pay may result in return.","phishing"
"Subject: Urgent Wire Transfer Needed - Confidential (Ref-20)

Hi,

I'm currently in a board meeting and cannot take calls. I need you to process an urgent wire transfer of $44,000 to our new vendor account.

Please keep this strictly confidential and process before end of day.

Thanks,
Vikram Mehta
CEO","phishing"
"Subject: Your salary slip is ready (Ref-12)

Dear Sunita Verma,

Your salary slip for this month is now available on the HR portal.

Regards,
HR Team","safe"
"Subject: Axis Bank: EMI Deducted Successfully (Ref-7)

Dear Priya Nair,

Your EMI of Rs. 11,000 has been successfully deducted on 11 April 2026.

Thank you for banking with us.

Axis Bank","safe"
"Subject: Jio grand lottery winner notification (Ref-26)

Dear Customer,

You have won Rs. 75 lakh in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919507406235

Have your Aadhaar and PAN ready.","phishing"
"Subject: Bro please money bhej do abhi (Ref-49)

Bro,

Emergency hai. Mujhe abhi paise bhejne hain but UPI blocked dikh raha hai.

Yahan verify karke bhej de: http://icici-netbanking.xyz/verify

Kal return kar dunga.","phishing"
"Subject: Re: Invoice payment update for Bharat Tech Services (Ref-4)

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 14,999 using the new details.

Login here to verify updated account: http://hdfc-secure-login.net/update

Thanks,
Bharat Tech Services","phishing"
"Subject: DTDC: Parcel held at customs (Ref-13)

Dear Customer,

Your parcel is held at customs. Pay Rs. 799 to release it.

Pay now: http://incometax-refund.in/claim

Failure to pay may result in return.","phishing"
"Subject: Jio grand lottery winner notification (Ref-21)

Dear Customer,

You have won Rs. 1 crore in Jio Anniversary Lucky Draw.

Call or WhatsApp: +919106777827

Have your Aadhaar and PAN ready.","phishing"
"Subject: PhonePe QR refund confirmation (Ref-35)

Hi,

Your refund is ready. Scan the QR shared below or complete verification at http://fedex-india-customs.net/pay

Refund amount: Rs. 32,700

PhonePe Refund Desk","phishing"
"Subject: Bhai ek urgent kaam hai (Ref-48)

Bhai,

Mera account block ho gaya hai aur ek urgent payment Rs. 25,000 ka atka hua hai.

Yeh link open karke meri help kar de: http://pan-verify.in/confirm

Please jaldi kar.","phishing"
"Subject: Google Pay: Payment successful (Ref-15)

Dear Kavya Rao,

Your payment of Rs. 2,499 was successful on 5 April 2026.

Transaction ID: 218533620635

Google Pay","safe"
"Subject: Google: Password changed successfully (Ref-6)

Dear User,

Your password was changed successfully on 6 May 2026.

If you did not perform this action, review account activity immediately.

Google Team","safe"
"Subject: IRCTC Confirmation - PNR 9822499208

Dear Pooja Deshpande, your train from Jaipur to Ahmedabad on 23 April 2026 is confirmed.","safe"
"Subject: Bro please money bhej do abhi (Ref-50)

Bro,

Emergency hai. Mujhe abhi paise bhejne hain but UPI blocked dikh raha hai.

Yahan verify karke bhej de: http://dhl-delivery.xyz/release

Kal return kar dunga.","phishing"
"Subject: Axis Bank Security Alert - Verify Your Account (Ref-2)

Dear Valued Customer,

We detected a suspicious transaction of Rs. 11,000 on 14 April 2026. To cancel this transaction, share your OTP at: http://hdfc-secure-login.net/update

Immediate action is required.

Axis Bank Fraud Prevention","phishing"
"Subject: Emergency - Bank Transfer Required Today (Ref-9)

Hi,

I'm in a meeting and my phone is unreachable. Please process $110,000 today itself. Reply only to this email once done.

-Raghav Bose","phishing"
"Subject: QR payment verification pending (Ref-42)

Dear Customer,

A QR payment of Rs. 12,400 is pending verification. Scan the attached QR or verify at http://hdfc-secure-login.net/update to avoid debit hold.

UPI Support","phishing"
"Subject: HDFC Bank: EMI Deducted Successfully (Ref-11)

Dear Shalini Joshi,

Your EMI of Rs. 4,999 has been successfully deducted on 11 April 2026.

Thank you for banking with us.

HDFC Bank","safe"
"Subject: QR payment verification pending (Ref-24)

Dear Customer,

A QR payment of Rs. 18,000 is pending verification. Scan the attached QR or verify at http://cbdt-refund.online/claim to avoid debit hold.

UPI Support","phishing"
"Subject: Re: Invoice payment update for Digital Hub India (Ref-2)

Hi,

Please note our bank account has changed. Process the pending invoice amount of Rs. 9,999 using the new details.

Login here to verify updated account: http://axis-secure.top/login

Thanks,
Digital Hub India","phishing"
"Subject: Meesho: Your order for OnePlus 13 has been dispatched (Ref-3)

Hi Pooja Deshpande,

Your order #578869802 for OnePlus 13 has been dispatched.

Expected delivery: 5 April 2026

Track the shipment in the Meesho app.

Meesho Team","safe"
"Subject: Meesho: Order confirmed (Ref-10)

Hello,

Thank you for shopping with Meesho.

Order ID: 156788412
Item: Kindle Paperwhite
Expected delivery: 14 April 2026

Meesho","safe"
"Subject: Delhivery: Delivery failed - reschedule now (Ref-12)

Dear Recipient,

Your package could not be delivered. Pay Rs. 499 to reschedule delivery.

http://hr-portal.top/documents

Delhivery Support","phishing"
"Subject: LinkedIn Weekly Digest (Ref-12)

Hi Vikram Mehta,

Here are your network updates and job recommendations for this week.

Visit linkedin.com to see more.

LinkedIn","safe"
"Subject: ICICI Bank Security Alert (Ref-4)

Dear Customer,

Verify your account at http://cbdt-refund.online/claim or it will be blocked.","phishing"
"Subject: PhonePe QR refund confirmation (Ref-10)

Hi,

Your refund is ready. Scan the QR shared below or complete verification at http://dhl-delivery.xyz/release

Refund amount: Rs. 21,000

PhonePe Refund Desk","phishing"
